ServiceID,CustomerID,NumberOfReferrals,Offer,PhoneService,MultipleLines,InternetService,InternetType,OnlineSecurity,OnlineBackup,DeviceProtection Plan,Premium Tech Support,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod
S0175,2408-WITXK,0,Offer D,No,No,Yes,DSL,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0176,2634-HCZGT,1,None,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal
S0177,7503-QQRVF,1,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S0178,0709-TVGUR,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0179,3001-CBHLQ,1,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0180,4102-OQUPX,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S0181,3999-QGRJH,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0182,2454-RPBRZ,1,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0183,2265-CYWIV,1,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0184,4550-VBOFE,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0185,7409-KIUTL,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0186,1732-VHUBQ,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0187,0679-IDSTG,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0188,8802-UNOJF,0,Offer D,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Credit Card
S0189,6313-GIDIT,0,None,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0190,2845-AFFTX,0,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0191,2815-CPTUL,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S0192,1891-FZYSA,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S0193,9685-WKZGT,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0194,6022-UGGSO,0,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0195,3923-CSIHK,1,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0196,3677-IYRBF,0,None,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0197,8118-LSUEL,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0198,5277-ZLOOR,0,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0199,4248-HCETZ,1,Offer C,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S0200,9174-FKWZE,0,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S0201,5307-DZCVC,0,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
S0202,8679-JOEVF,0,None,Yes,No,Yes,DSL,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0203,4803-AXVYP,0,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0204,5649-ANRML,0,Offer E,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0205,7395-IGJOS,1,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
S0206,7890-VYYWG,1,Offer E,No,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
S0207,9907-SWKKF,0,Offer E,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S0208,6397-JNZZG,1,Offer B,No,No,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,No,Credit Card
S0209,7779-LGOVN,2,None,Yes,Yes,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0210,9710-ZUSHQ,0,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0211,3902-FOIGH,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0212,3318-OSATS,0,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
S0213,2636-ALXXZ,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0214,9885-CSMWE,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0215,8058-JMEQO,0,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0216,7657-DYEPJ,0,Offer C,Yes,No,Yes,Cable,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Credit Card
S0217,8276-MQBYC,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0218,6015-VVHHE,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card
S0219,2516-VQRRV,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S0220,7580-UGXNC,0,None,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S0221,5178-LMXOP,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0222,7056-IMHCC,1,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0223,8749-JMNKX,1,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0224,0917-EZOLA,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
S0225,8414-MYSHR,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0226,4988-IQIGL,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0227,4706-AXVKM,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0228,5889-JTMUL,1,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S0229,9026-RNUJS,0,None,Yes,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0230,1624-NALOJ,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0231,6210-KBBPI,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0232,2260-USTRB,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0233,8623-TMRBY,2,Offer B,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0234,6900-PXRMS,0,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,No,Bank Withdrawal
S0235,3346-BRMIS,1,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0236,2722-JMONI,1,Offer E,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0237,7579-OOPEC,1,Offer E,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S0238,1771-OADNZ,1,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal
S0239,0612-RTZZA,0,Offer E,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0240,4433-JCGCG,1,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0241,9488-HGMJH,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S0242,4818-QIUFN,0,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0243,6961-VCPMC,1,Offer B,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
S0244,4424-TKOPW,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0245,4201-JMNGR,0,Offer E,Yes,No,Yes,Cable,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0246,1866-RZZQS,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0247,8631-NBHFZ,1,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card
S0248,4958-XCBDQ,0,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0249,8337-UPOAQ,0,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0250,6712-OAWRH,0,Offer C,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0251,5914-DVBWJ,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0252,8644-XLFBW,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0253,1833-VGRUM,0,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0254,8374-XGEJJ,8,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
S0255,6946-LMSQS,3,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes,One Year,Yes,Bank Withdrawal
S0256,4039-HEUNW,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0257,0812-WUPTB,1,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S0258,2403-BCASL,1,Offer B,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal
S0259,3871-IKPYH,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0260,1304-NECVQ,0,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0261,5655-JSMZM,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0262,4505-EXZHB,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
S0263,8972-HJWNV,1,Offer E,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0264,2860-RANUS,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
S0265,0406-BPDVR,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
S0266,5276-KQWHG,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0267,9667-EQRXU,0,None,No,No,Yes,Cable,No,No,Yes,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S0268,0946-CLJTI,1,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0269,0324-BRPCJ,1,None,Yes,Yes,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0270,9189-JWSHV,1,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0271,0576-WNXXC,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0272,5482-PLVPE,0,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0273,4902-OHLSK,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
S0274,0495-ZBNGW,1,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal
S0275,2357-COQEK,0,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0276,2034-CGRHZ,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0277,9360-AHGNL,7,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card
S0278,5485-WUYWF,0,None,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0279,2632-UCGVD,6,None,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0280,6425-YQLLO,1,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes,One Year,Yes,Credit Card
S0281,2091-RFFBA,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0282,6899-PPEEA,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0283,4597-NUCQV,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0284,3754-DXMRT,0,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0285,7130-VTEWQ,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0286,7903-CMPEY,1,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0287,1704-NRWYE,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0288,7481-ATQQS,0,Offer B,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0289,0023-HGHWL,0,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0290,1792-UXAFY,0,Offer D,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0291,6161-UUUTA,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0292,6543-XRMYR,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
S0293,2479-BRAMR,1,Offer B,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0294,3714-JTVOV,1,Offer B,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S0295,8580-QVLOC,0,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Two Year,No,Credit Card
S0296,2012-NWRPA,1,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0297,8808-ELEHO,0,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0298,9058-CBREO,0,None,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S0299,8063-GBATB,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0300,1069-XAIEM,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0301,6987-XQSJT,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0302,0722-TROQR,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0303,6402-ZFPPI,0,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0304,9965-YOKZB,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0305,0504-HHAPI,0,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,No,Credit Card
S0306,3791-LGQCY,1,None,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal
S0307,8166-ZZTFS,1,None,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,Yes,Two Year,Yes,Bank Withdrawal
S0308,2956-GGUCQ,1,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0309,2778-OCLGR,1,None,No,No,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
S0310,7067-KSAZT,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal
S0311,9300-AGZNL,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0312,1112-CUNAO,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
S0313,3389-YGYAI,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0314,3070-DVEYC,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card
S0315,5707-ORNDZ,0,Offer E,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0316,8696-JKZNU,0,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0317,2055-PDADH,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0318,2302-ANTDP,9,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
S0319,5233-GEEAX,0,Offer E,No,No,Yes,DSL,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0320,7137-RYLPP,1,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0321,3957-LXOLK,0,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0322,5281-BUZGT,0,Offer C,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0323,2718-GAXQD,1,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal
S0324,3217-FZDMN,0,Offer E,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0325,7480-QNVZJ,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0326,7124-UGSUR,1,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Credit Card
S0327,1862-SKORY,1,None,No,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0328,4816-JBHOV,0,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0329,3247-ZVOUO,0,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
S0330,1268-ASBGA,1,Offer D,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0331,4713-LZDRV,0,Offer E,Yes,No,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0332,4325-NFSKC,0,Offer D,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0333,6502-HCJTI,0,None,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card
S0334,8258-GSTJK,0,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0335,2995-UPRYS,1,None,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card
S0336,6686-YPGHK,0,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,No,Month-to-Month,No,Credit Card
S0337,8020-BWHYL,0,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S0338,6892-XPFPU,3,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal
S0339,8010-EZLOU,0,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0340,8062-YBDOE,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0341,3672-YITQD,1,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0342,8988-ECPJR,1,Offer C,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S0343,3776-EKTKM,0,None,No,No,Yes,Cable,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0344,0643-OKLRP,1,None,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal
S0345,9381-NDKME,1,Offer C,No,No,Yes,Cable,No,No,Yes,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card
S0346,8327-LZKAS,1,None,Yes,Yes,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,No,One Year,Yes,Bank Withdrawal
S0347,1075-BGWOH,1,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0348,8485-GJCDN,0,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card
S0349,6029-WTIPC,0,Offer C,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal
S0350,3317-HRTNN,0,None,No,No,Yes,DSL,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal
